Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Category sound	Additional information
752	Spectrogram 1	1	6150.755	6157.482	770.6	6825.7	Bird	low
753	Spectrogram 1	1	6158.243	6166.698	0	7816.5	Buzz	
754	Spectrogram 1	1	6172.291	6190.95	2680.2	20467	Other animal	
755	Spectrogram 1	1	6176.425	6177.848	0	3854.9	Bird	low
756	Spectrogram 1	1	6193.613	6198.389	0	6495.4	Buzz	
757	Spectrogram 1	1	6212.812	6214.6	0	7266.1	Buzz	
758	Spectrogram 1	1	6218.076	6220.271	1100.9	7706.4	Bird	low
759	Spectrogram 1	1	6228.482	6234.153	0	8697.2	Buzz	
760	Spectrogram 1	1	6237.275	6248.921	990.8	7816.5	Bird	low
761	Spectrogram 1	1	6245.352	6286.206	3672.1	20196.7	Other animal	
762	Spectrogram 1	1	6249.686	6251.413	0	12660.6	Buzz	
763	Spectrogram 1	1	6252.633	6263.263	880.7	7926.6	Bird	low
764	Spectrogram 1	1	6267.031	6270.964	1484.5	9402.1	Bird	low
765	Spectrogram 1	1	6269.104	6275.247	0	6495.4	Buzz	
766	Spectrogram 1	1	6271.665	6288.495	660.6	6495.4	Bird	low
767	Spectrogram 1	1	6298.45	6300.991	990.8	7596.3	Bird	low
768	Spectrogram 1	1	6300.808	6302.088	0	5834.9	Buzz	
769	Spectrogram 1	1	6306.206	6310.962	3278.7	18229.5	Other animal	
770	Spectrogram 1	1	6309.072	6337.885	1000	8477.1	Bird	low
771	Spectrogram 1	1	6314.885	6321.125	0	6825.7	Bird	
772	Spectrogram 1	1	6338.344	6339.462	0	10789	Bird	
773	Spectrogram 1	1	6340.35	6341.901	0	9137.6	Buzz	
774	Spectrogram 1	1	6341.889	6357.255	1442.6	16393.4	Other animal	
775	Spectrogram 1	1	6349.97	6351.393	0	7926.6	Buzz	
776	Spectrogram 1	1	6355.653	6358.397	0	11009.2	Buzz	
777	Spectrogram 1	1	6367.377	6455.913	3016.4	15868.9	Other animal	
778	Spectrogram 1	1	6376.682	6403.105	375	10018.3	Bird	low
779	Spectrogram 1	1	6410.507	6416.401	2752.3	11889.9	Bird	low
780	Spectrogram 1	1	6418.657	6419.45	0	6935.8	Buzz	
781	Spectrogram 1	1	6419.999	6429.907	1651.4	12110.1	Bird	low
782	Spectrogram 1	1	6430.058	6443.818	0	5394.5	Bird	
783	Spectrogram 1	1	6433.624	6435.454	0	10789	Buzz	
784	Spectrogram 1	1	6444.204	6448.624	0	9688.1	Buzz	
785	Spectrogram 1	1	6448.667	6450.009	440.4	6935.8	Bird	
786	Spectrogram 1	1	6463.334	6467.236	550.5	8807.3	Bird	low
787	Spectrogram 1	1	6464.035	6514.401	3147.5	16655.7	Other animal	
788	Spectrogram 1	1	6471.078	6473.822	0	7816.5	Buzz	
789	Spectrogram 1	1	6474.167	6475.631	440.4	7486.2	Bird	
790	Spectrogram 1	1	6477.054	6480.102	660.6	8256.9	Bird	low
791	Spectrogram 1	1	6486.415	6488.285	0	7816.5	Buzz	
792	Spectrogram 1	1	6491.619	6492.899	0	6055	Buzz	
793	Spectrogram 1	1	6498.907	6500.676	990.8	6825.7	Bird	low
794	Spectrogram 1	1	6504.374	6506.204	0	12330.3	Buzz	
795	Spectrogram 1	1	6506.123	6508.46	660.6	5945	Bird	low
796	Spectrogram 1	1	6508.867	6511.956	0	8146.8	Buzz	
797	Spectrogram 1	1	6510.574	6513.785	330.3	6275.2	Bird	
798	Spectrogram 1	1	6515.127	6531.56	0	5945	Bird	
799	Spectrogram 1	1	6529.767	6574.596	3344.3	17377	Other animal	
800	Spectrogram 1	1	6535.218	6542.058	0	6385.3	Bird	
801	Spectrogram 1	1	6542.828	6544.373	0	7596.3	Buzz	
802	Spectrogram 1	1	6543.844	6547.828	660.6	9688.1	Bird	low
803	Spectrogram 1	1	6554.1	6555.421	440.4	7596.3	Bird	low
804	Spectrogram 1	1	6560.36	6565.279	0	6165.1	Bird	
805	Spectrogram 1	1	6574.377	6575.84	0	11119.3	Buzz	
806	Spectrogram 1	1	6574.779	6671.181	3147.5	17377	Other animal	
807	Spectrogram 1	1	6577.588	6587.296	990.8	7156	Bird	low
808	Spectrogram 1	1	6586.198	6588.149	0	6935.8	Buzz	
809	Spectrogram 1	1	6589.816	6602.865	880.7	7156	Bird	low
810	Spectrogram 1	1	6604.003	6605.588	0	12550.5	Buzz	
811	Spectrogram 1	1	6607.43	6619.285	990.8	6825.7	Bird	low
812	Spectrogram 1	1	6611.495	6613.69	0	8587.2	Buzz	
813	Spectrogram 1	1	6624.739	6630.832	495.4	6330.3	Bird	low
814	Spectrogram 1	1	6642.413	6643.47	0	7926.6	Buzz	
815	Spectrogram 1	1	6646.539	6647.759	0	9357.8	Buzz	
816	Spectrogram 1	1	6647.47	6655.234	880.7	6165.1	Bird	low
817	Spectrogram 1	1	6653.751	6654.767	0	7926.6	Buzz	
818	Spectrogram 1	1	6659.271	6674.645	880.7	6825.7	Bird	low
819	Spectrogram 1	1	6677.34	6678.844	0	8367	Buzz	
820	Spectrogram 1	1	6681.539	6682.535	0	7156	Bird	
821	Spectrogram 1	1	6696.1	6697.401	1100.9	6935.8	Bird	low
822	Spectrogram 1	1	6699.669	6731.742	2754.1	16655.7	Other animal	
823	Spectrogram 1	1	6706.613	6708.564	275.2	8091.7	Bird	low
824	Spectrogram 1	1	6712.211	6728.988	0	7492.7	Bird	
825	Spectrogram 1	1	6747.572	6751.942	1541.3	12110.1	Bird	
826	Spectrogram 1	1	6766.69	6803.099	550.5	7045.9	Bird	
827	Spectrogram 1	1	6804.877	6806.503	1596.3	8311.9	Bird	
828	Spectrogram 1	1	6809.133	6823.401	2754.1	17180.3	Other animal	
829	Spectrogram 1	1	6815.133	6830.538	1100.9	7706.4	Bird	background noise
830	Spectrogram 1	1	6828.401	6841.694	2360.7	17049.2	Other animal	
831	Spectrogram 1	1	6833.568	6835.621	1321.1	7926.6	Bird	
832	Spectrogram 1	1	6841.547	6844.088	1651.4	8477.1	Bird	
833	Spectrogram 1	1	6854.804	6863.305	660.6	7816.5	Bird	
834	Spectrogram 1	1	6867.702	6869.592	2311.9	7816.5	Bird	
835	Spectrogram 1	1	6876.137	6880.608	440.4	5614.7	Bird	low
836	Spectrogram 1	1	6881.291	6883.547	3633	8587.2	Bird	
837	Spectrogram 1	1	6882.897	6885.966	0	7376.1	Bird	
838	Spectrogram 1	1	6887.133	6902.864	4393.4	14491.8	Other animal	
839	Spectrogram 1	1	6898.295	6902.401	440.4	6165.1	Bird	
840	Spectrogram 1	1	6903.763	6906.446	1100.9	7596.3	Bird	
841	Spectrogram 1	1	6908.962	6913.474	6688.5	14688.5	Other animal	
842	Spectrogram 1	1	6911.324	6912.543	990.8	7156	Bird	
843	Spectrogram 1	1	6914.494	6922.378	1116.3	6251.2	Bird	low
844	Spectrogram 1	1	6917.377	6919.816	4852.5	15868.9	Other animal	
845	Spectrogram 1	1	6921.22	6926.037	2679.1	8037.2	Bird	
846	Spectrogram 1	1	6923.962	7010.06	4721.3	16786.9	Other animal	
847	Spectrogram 1	1	6935.22	6939.366	1786	6474.4	Bird	
848	Spectrogram 1	1	6940.464	6948.153	1227.9	7255.8	Bird	
849	Spectrogram 1	1	6947.543	6950.524	2232.6	7479.1	Bird	
850	Spectrogram 1	1	6954.122	6956.744	0	5246.5	Bird	
851	Spectrogram 1	1	6958.085	6963.512	558.1	6920.9	Bird	
852	Spectrogram 1	1	6965.768	6983.122	446.5	8930.2	Bird	
853	Spectrogram 1	1	6983.61	7007.146	334.9	11497.7	Bird	
854	Spectrogram 1	1	6999.768	7003.122	2790.7	7367.4	Bird	
855	Spectrogram 1	1	7007.695	7013.61	446.5	9488.4	Bird	
856	Spectrogram 1	1	7013.915	7017.695	2902.3	7479.1	Bird	
857	Spectrogram 1	1	7016.354	7019.281	781.4	9488.4	Bird	
858	Spectrogram 1	1	7020.415	7022.427	0	10269.8	Buzz	
859	Spectrogram 1	1	7021.939	7033.464	669.8	9376.7	Bird	
860	Spectrogram 1	1	7028.22	7031.756	3237.2	7255.8	Bird	
861	Spectrogram 1	1	7032.328	7051.352	4983.6	15868.9	Other animal	
862	Spectrogram 1	1	7035.903	7047.244	558.1	10716.3	Bird	
863	Spectrogram 1	1	7040.659	7042.305	0	7814	Buzz	
864	Spectrogram 1	1	7050.415	7055.598	446.5	8707	Bird	
865	Spectrogram 1	1	7054.5	7058.281	3125.6	8148.8	Bird	
866	Spectrogram 1	1	7060.11	7065.232	893	9265.1	Bird	
867	Spectrogram 1	1	7067.572	7075.742	3934.4	15475.4	Other animal	
868	Spectrogram 1	1	7069.842	7074.476	558.1	10046.5	Bird	
869	Spectrogram 1	1	7076.366	7079.11	0	7367.4	Buzz	
870	Spectrogram 1	1	7080.939	7083.073	0	6697.7	Bird	
871	Spectrogram 1	1	7085.451	7087.646	0	5134.9	Bird	
872	Spectrogram 1	1	7085.864	7100.621	5901.6	15737.7	Other animal	
873	Spectrogram 1	1	7086.305	7091.244	446.5	7814	Bird	
874	Spectrogram 1	1	7092.451	7124.146	1339.5	11609.3	Bird	
875	Spectrogram 1	1	7115.244	7126.342	1227.9	5693	Bird	
876	Spectrogram 1	1	7118.133	7132.767	3016.4	17836.1	Other animal	
877	Spectrogram 1	1	7129.293	7137.159	1116.3	7144.2	Bird	low
878	Spectrogram 1	1	7136.671	7138.988	0	3907	Bird	
879	Spectrogram 1	1	7141.732	7144.232	781.4	4241.9	Bird	
880	Spectrogram 1	1	7154.232	7157.768	3014	7255.8	Bird	
881	Spectrogram 1	1	7162.22	7166.793	446.5	7367.4	Bird	low
882	Spectrogram 1	1	7171.976	7174.72	558.1	12614	Bird	
883	Spectrogram 1	1	7177.128	7183.537	750	4576.7	Bird	low
884	Spectrogram 1	1	7186.342	7190.244	0	6809.3	Bird	
885	Spectrogram 1	1	7191.524	7196.098	1674.4	7144.2	Bird	low
886	Spectrogram 1	1	7195.61	7200.549	3014	8037.2	Bird	
887	Spectrogram 1	1	7203.084	7319.547	4065.6	15868.9	Other animal	
888	Spectrogram 1	1	7203.872	7212.652	1948.7	7589.7	Bird	low
889	Spectrogram 1	1	7206.098	7209.909	0	9041.9	Buzz	
890	Spectrogram 1	1	7209.634	7212.134	0	4465.1	Bird	
891	Spectrogram 1	1	7210.549	7212.683	1125	4875	Bird	
892	Spectrogram 1	1	7215.427	7219.695	3014	8595.3	Bird	
893	Spectrogram 1	1	7226.22	7229.329	0	6251.2	Bird	
894	Spectrogram 1	1	7229.774	7231.909	512.8	5435.9	Bird	
895	Spectrogram 1	1	7231.89	7249.024	669.8	5358.1	Bird	low
896	Spectrogram 1	1	7273.878	7276.805	0	5333.3	Bird	low
897	Spectrogram 1	1	7278.146	7279.884	0	5240.2	Buzz	
898	Spectrogram 1	1	7284.872	7290.756	0	6666.7	Buzz	
899	Spectrogram 1	1	7290.36	7293.5	923.1	7384.6	Bird	low
900	Spectrogram 1	1	7294.75	7297.341	1641	7897.4	Bird	
901	Spectrogram 1	1	7302.799	7311.793	923.1	6666.7	Bird	low
902	Spectrogram 1	1	7321.201	7323.793	2769.2	7487.2	Bird	
903	Spectrogram 1	1	7323.357	7380.718	4983.6	15344.3	Other animal	
904	Spectrogram 1	1	7326.244	7333.896	1230.8	6871.8	Bird	low
905	Spectrogram 1	1	7334.399	7335.771	0	6153.8	Buzz	
906	Spectrogram 1	1	7336.03	7393.351	923.1	6461.5	Bird	low
907	Spectrogram 1	1	7391.938	7425.23	3147.5	17442.6	Other animal	
908	Spectrogram 1	1	7392.988	7394.207	0	5435.9	Bird	
909	Spectrogram 1	1	7396.473	7425.052	820.5	6666.7	Bird	low
910	Spectrogram 1	1	7411.844	7413.582	0	5435.9	Bird	
911	Spectrogram 1	1	7424.905	7426.491	2307.7	10820.5	Bird	
912	Spectrogram 1	1	7430.204	7437.43	2735.8	6769.2	Bird	
913	Spectrogram 1	1	7434.107	7437.277	615.4	5125	Bird	low
914	Spectrogram 1	1	7435.06	7487.499	4459	16918	Other animal	
915	Spectrogram 1	1	7435.494	7436.79	0	3750	Bird	
916	Spectrogram 1	1	7439.643	7443.271	717.9	6871.8	Bird	low
917	Spectrogram 1	1	7440.223	7443.454	2666.7	5948.7	Bird	
918	Spectrogram 1	1	7442.905	7445.619	2564.1	7179.5	Bird	
919	Spectrogram 1	1	7443.607	7444.857	0	5333.3	Buzz	
920	Spectrogram 1	1	7445.71	7448.698	1846.2	6461.5	Bird	
921	Spectrogram 1	1	7448.241	7450.527	512.8	6153.8	Bird	low
922	Spectrogram 1	1	7451.655	7454.735	3076.9	6051.3	Bird	
923	Spectrogram 1	1	7456.686	7459.979	3282.1	5948.7	Bird	
924	Spectrogram 1	1	7462.375	7465.302	2769.2	5743.6	Bird	
925	Spectrogram 1	1	7464.814	7468.777	0	4716.2	Buzz	
926	Spectrogram 1	1	7465.759	7468.076	2871.8	7897.4	Bird	
927	Spectrogram 1	1	7467.954	7470.18	2769.2	5948.7	Bird	
928	Spectrogram 1	1	7472.741	7475.851	2256.4	5538.5	Bird	
929	Spectrogram 1	1	7475.271	7476.43	0	6153.8	Buzz	
930	Spectrogram 1	1	7476.338	7478.381	205.1	6051.3	Bird	
931	Spectrogram 1	1	7478.308	7480.93	2051.3	6666.7	Bird	
932	Spectrogram 1	1	7481.082	7483.735	2256.4	7487.2	Bird	
933	Spectrogram 1	1	7484.162	7487.485	1846.2	6153.8	Bird	
934	Spectrogram 1	1	7487.607	7496.113	1435.9	6769.2	Bird	
935	Spectrogram 1	1	7489.101	7491.723	0	10359	Buzz	
936	Spectrogram 1	1	7496.479	7499.192	2564.1	6974.4	Bird	
937	Spectrogram 1	1	7498.826	7501.204	1948.7	5435.9	Bird	
938	Spectrogram 1	1	7500.655	7505.534	205.1	4307.7	Bird	
939	Spectrogram 1	1	7504.18	7507.412	2871.8	5333.3	Bird	
940	Spectrogram 1	1	7506.954	7526.189	500	4512.8	Bird	
941	Spectrogram 1	1	7507.255	7536.645	3278.7	15344.3	Other animal	
942	Spectrogram 1	1	7511.07	7513.448	2051.3	5538.5	Bird	
943	Spectrogram 1	1	7515.735	7519.729	2461.5	5230.8	Bird	
944	Spectrogram 1	1	7521.924	7524.546	2769.2	5538.5	Bird	
945	Spectrogram 1	1	7527.515	7529.985	2871.8	6359	Bird	
946	Spectrogram 1	1	7527.576	7539.604	625	5025.6	Bird	
947	Spectrogram 1	1	7531.631	7535.137	3076.9	5743.6	Bird	
948	Spectrogram 1	1	7538.46	7541.174	2564.1	6051.3	Bird	
949	Spectrogram 1	1	7541.296	7558.689	875	5025.6	Bird	
950	Spectrogram 1	1	7543.303	7602.694	4590.2	16131.1	Other animal	
951	Spectrogram 1	1	7544.32	7546.149	2974.4	5435.9	Bird	
952	Spectrogram 1	1	7547.948	7551.027	2564.1	5846.2	Bird	
953	Spectrogram 1	1	7554.046	7557.582	2564.1	5333.3	Bird	
954	Spectrogram 1	1	7563.765	7564.893	0	4820.5	Bird	
955	Spectrogram 1	1	7565.491	7567.93	2769.2	5435.9	Bird	
956	Spectrogram 1	1	7565.521	7568.662	0	3375	Bird	low
957	Spectrogram 1	1	7568.936	7569.881	2359	10256.4	Bird	
958	Spectrogram 1	1	7571.866	7574.244	1875	6359	Bird	
959	Spectrogram 1	1	7577.625	7580.369	2256.4	5948.7	Bird	
960	Spectrogram 1	1	7588.326	7591.314	2256.4	6564.1	Bird	
961	Spectrogram 1	1	7596.424	7601.82	1128.2	6256.4	Bird	low
962	Spectrogram 1	1	7601.515	7604.107	0	6871.8	Buzz	
963	Spectrogram 1	1	7602.948	7606.302	2461.5	5538.5	Bird	low
964	Spectrogram 1	1	7609.889	7617.45	2623	14557.4	Other animal	
965	Spectrogram 1	1	7617.509	7622.113	2051.3	5846.2	Bird	
966	Spectrogram 1	1	7621.412	7623.515	205.1	6974.4	Bird	low
967	Spectrogram 1	1	7622.387	7623.942	4000	8000	Bird	
968	Spectrogram 1	1	7625.255	7648.864	3278.7	14950.8	Other animal	
969	Spectrogram 1	1	7627.997	7629.399	0	4923.1	Bird	
970	Spectrogram 1	1	7629.338	7632.357	1846.2	6666.7	Bird	
971	Spectrogram 1	1	7631.869	7633.302	0	6564.1	Buzz	
972	Spectrogram 1	1	7633.393	7635.192	0	5538.5	Bird	
973	Spectrogram 1	1	7642.692	7644.765	0	6153.8	Buzz	
974	Spectrogram 1	1	7643.332	7645.162	3179.5	6359	Bird	
975	Spectrogram 1	1	7646.552	7654.174	1025.6	7692.3	Bird	low
976	Spectrogram 1	1	7655.576	7659.509	0	6359	Buzz	
977	Spectrogram 1	1	7656.791	7674.718	3147.5	15606.6	Other animal	
978	Spectrogram 1	1	7658.686	7671.857	1128.2	5846.2	Bird	low
979	Spectrogram 1	1	7693.56	7744.596	2819.7	15278.7	Other animal	
980	Spectrogram 1	1	7699.18	7701.284	0	6051.3	Bird	
981	Spectrogram 1	1	7700.918	7712.488	923.1	7487.2	Bird	low
982	Spectrogram 1	1	7714.485	7740.064	717.9	7282.1	Bird	low
983	Spectrogram 1	1	7761.255	7765.889	5836.1	18032.8	Other animal	
984	Spectrogram 1	1	7766.46	7769.753	0	5538.5	Bird	
985	Spectrogram 1	1	7781.674	7783.32	717.9	11897.4	Bird	
986	Spectrogram 1	1	7786.643	7787.771	615.4	11794.9	Bird	
987	Spectrogram 1	1	7795.401	7962.962	4590.2	16393.4	Other animal	
988	Spectrogram 1	1	7819.058	7820.735	0	5538.5	Bird	backgroundnoise
989	Spectrogram 1	1	7823.662	7825.399	0	5333.3	Buzz	
990	Spectrogram 1	1	7830.582	7839.972	615.4	5230.8	Bird	low
991	Spectrogram 1	1	7901.671	7903.409	0	6871.8	Bird	
992	Spectrogram 1	1	7927.512	7929.037	0	9743.6	Buzz	low
993	Spectrogram 1	1	7941.384	7945.122	0	7589.7	Buzz	
994	Spectrogram 1	1	7963.596	8085.169	3278.7	18623	Other animal	
995	Spectrogram 1	1	7966.116	7968.646	0	8512.8	Buzz	
996	Spectrogram 1	1	7992.75	7995.067	0	8717.9	Buzz	
997	Spectrogram 1	1	8000.067	8002.323	0	8410.3	Buzz	
998	Spectrogram 1	1	8006.5	8007.872	0	8205.1	Buzz	
999	Spectrogram 1	1	8016.335	8017.921	0	5538.5	Bird	
1000	Spectrogram 1	1	8024.079	8028.835	1025.6	7487.2	Bird	low
1001	Spectrogram 1	1	8029.994	8031.884	0	9025.6	Buzz	
1002	Spectrogram 1	1	8046.872	8051.933	1865.3	6963.7	Bird	low
1003	Spectrogram 1	1	8048.945	8051.018	0	6093.3	Bird	
1004	Spectrogram 1	1	8054.341	8058.061	615.4	6974.4	Bird	
1005	Spectrogram 1	1	8061.274	8070.037	0	5743.6	Buzz	
1006	Spectrogram 1	1	8085.974	8222.267	3147.5	16393.4	Other animal	
1007	Spectrogram 1	1	8099.78	8102.006	0	6974.4	Buzz	
1008	Spectrogram 1	1	8105.067	8106.988	0	7282.1	Buzz	
1009	Spectrogram 1	1	8117.75	8119.549	0	6461.5	Buzz	
1010	Spectrogram 1	1	8124.579	8142.89	500	6875	Bird	low
1011	Spectrogram 1	1	8141.427	8148.287	0	9128.2	Buzz	
1012	Spectrogram 1	1	8153.835	8156.823	615.4	5487.2	Bird	low
1013	Spectrogram 1	1	8167.726	8177.39	250	6875	Bird	low
1014	Spectrogram 1	1	8180.774	8220.61	923.1	6564.1	Bird	low
1015	Spectrogram 1	1	8223.608	8228.974	6819.7	16131.1	Other animal	
1016	Spectrogram 1	1	8243.39	8251.409	1230.8	7589.7	Bird	low
1017	Spectrogram 1	1	8246.291	8308.608	4327.9	16918	Other animal	
1018	Spectrogram 1	1	8297.146	8305.256	0	8102.6	Buzz	
1019	Spectrogram 1	1	8309.535	8315.389	4983.6	17573.8	Other animal	
1020	Spectrogram 1	1	8322.828	8337.096	4983.6	15475.4	Other animal	
1021	Spectrogram 1	1	8329.817	8335.61	0	4717.9	Bird	low
1022	Spectrogram 1	1	8344.657	8349.291	4459	15737.7	Other animal	
1023	Spectrogram 1	1	8380.677	8384.64	512.8	8000	Bird	low
1024	Spectrogram 1	1	8386.957	8388.848	923.1	4615.4	Bird	
1025	Spectrogram 1	1	8396.896	8399.244	359	6000	Bird	
1026	Spectrogram 1	1	8404.277	8406.457	615.4	6051.3	Bird	low
1027	Spectrogram 1	1	8412.535	8452.169	3934.4	14688.5	Other animal	
1028	Spectrogram 1	1	8417.22	8420.177	512.8	5230.8	Bird	low
1029	Spectrogram 1	1	8433.122	8437.421	410.3	6125	Bird	
1030	Spectrogram 1	1	8455.47	8459.799	717.9	6461.5	Bird	
1031	Spectrogram 1	1	8456.681	8524.608	4196.7	14032.8	Other animal	
1032	Spectrogram 1	1	8464.024	8479.451	2256.4	6256.4	Bird	
1033	Spectrogram 1	1	8500.171	8510.659	2359	5743.6	Bird	
1034	Spectrogram 1	1	8513.372	8516.226	923.1	7179.5	Bird	low
1035	Spectrogram 1	1	8526.267	8544.56	3672.1	15606.6	Other animal	
1036	Spectrogram 1	1	8527.537	8532.78	1128.2	6871.8	Bird	low
1037	Spectrogram 1	1	8538.512	8542.11	1025.6	6359	Bird	low
1038	Spectrogram 1	1	8547.852	8585.047	2360.7	15737.7	Other animal	
1039	Spectrogram 1	1	8550.588	8554.399	974.4	6820.5	Bird	low
1040	Spectrogram 1	1	8564.628	8566.732	497.4	7076.9	Bird	low
1041	Spectrogram 1	1	8571.689	8580.835	0	6871.8	Buzz	
1042	Spectrogram 1	1	8589.072	8632.608	3868.9	15278.7	Other animal	
1043	Spectrogram 1	1	8592.729	8609.787	1435.9	9025.6	Bird	low
1044	Spectrogram 1	1	8595.637	8602.588	0	7792.2	Buzz	
1045	Spectrogram 1	1	8611.341	8623.918	0	7384.6	Buzz	
1046	Spectrogram 1	1	8633.779	8675.242	2754.1	15082	Other animal	
1047	Spectrogram 1	1	8643.098	8644.896	4205.1	10051.3	Bird	
1048	Spectrogram 1	1	8652.963	8654.945	2871.8	9435.9	Bird	
1049	Spectrogram 1	1	8658.848	8666.165	1025.6	7794.9	Bird	low
1050	Spectrogram 1	1	8674.232	8679.049	2359	8410.3	Bird	low
1051	Spectrogram 1	1	8687.341	8692.067	1128.2	6256.4	Bird	low
1052	Spectrogram 1	1	8690.608	8698.901	2098.4	14426.2	Other animal	
1053	Spectrogram 1	1	8701.476	8706.78	0	6153.8	Buzz	
1054	Spectrogram 1	1	8704.084	8740.608	3278.7	13770.5	Other animal	
1055	Spectrogram 1	1	8712.451	8715.439	2461.5	8102.6	Bird	low
1056	Spectrogram 1	1	8723.963	8725.945	1538.5	8820.5	Bird	low
1057	Spectrogram 1	1	8732.5	8742.774	1333.3	8307.7	Bird	low
1058	Spectrogram 1	1	8736.159	8738.079	0	4717.9	Buzz	
1059	Spectrogram 1	1	8740.81	8806.346	5114.8	13639.3	Other animal	
1060	Spectrogram 1	1	8744.957	8746.055	307.7	7487.2	Bird	
1061	Spectrogram 1	1	8745.628	8752.488	0	7692.3	Buzz	
1062	Spectrogram 1	1	8746.817	8762.488	1743.6	9333.3	Bird	low
1063	Spectrogram 1	1	8752.396	8754.161	0	4849.7	Bird	
1064	Spectrogram 1	1	8759.073	8760.628	2974.4	9641	Bird	
1065	Spectrogram 1	1	8763.585	8764.835	1846.2	12500	Bird	
1066	Spectrogram 1	1	8764.622	8765.689	615.4	4820.5	Bird	
1067	Spectrogram 1	1	8788.207	8789.762	0	6564.1	Buzz	
1068	Spectrogram 1	1	8791.622	8792.963	205.1	4923.1	Bird	
1069	Spectrogram 1	1	8795.366	8796.646	0	4717.9	Bird	
1070	Spectrogram 1	1	8796.052	8797.713	2461.5	7384.6	Bird	low
1071	Spectrogram 1	1	8799.299	8817.866	1230.8	6769.2	Bird	low
1072	Spectrogram 1	1	8803.506	8805.244	0	5025.6	Buzz	
1073	Spectrogram 1	1	8805.183	8806.341	820.5	3282.1	Bird	
1074	Spectrogram 1	1	8806.419	8914.346	4590.2	14688.5	Other animal	
1075	Spectrogram 1	1	8815.323	8816.756	0	5128.2	Bird	
1076	Spectrogram 1	1	8819.774	8829.591	923.1	6666.7	Bird	
1077	Spectrogram 1	1	8851.037	8852.744	0	5333.3	Bird	
1078	Spectrogram 1	1	8858.838	8864.143	717.9	6359	Bird	low
1079	Spectrogram 1	1	8865.027	8867.985	1846.2	7076.9	Bird	
1080	Spectrogram 1	1	8871.948	8884.57	615.4	6769.2	Bird	low
1081	Spectrogram 1	1	8884.296	8886.613	0	3487.2	Bird	
1082	Spectrogram 1	1	8888.003	8891.814	923.1	6564.1	Bird	low
1083	Spectrogram 1	1	8897.576	8899.101	923.1	3875	Bird	
1084	Spectrogram 1	1	8904.71	8913.643	1538.5	7282.1	Bird	low
1085	Spectrogram 1	1	8906.875	8907.973	359	3333.3	Bird	
1086	Spectrogram 1	1	8916.127	8921.492	4196.7	15868.9	Other animal	
1087	Spectrogram 1	1	8921.329	8925.262	1834.1	10532.8	Bird	
1088	Spectrogram 1	1	8926.005	9130.346	4459	15737.7	Other animal	
1089	Spectrogram 1	1	8937.924	8941.521	733.6	6497.8	Bird	low
1090	Spectrogram 1	1	8942.686	8949.485	0	5764.2	Bird	
1091	Spectrogram 1	1	8944.448	8945.485	0	7231.4	Buzz	
1092	Spectrogram 1	1	8950.994	8990.796	628.8	6497.8	Bird	low
1093	Spectrogram 1	1	8983.192	8984.777	2724.9	12052.4	Bird	
1094	Spectrogram 1	1	8986.149	8987.582	0	4192.1	Bird	
1095	Spectrogram 1	1	8996.156	8998.076	0	5240.2	Bird	
1096	Spectrogram 1	1	9000.302	9004.143	524	7650.7	Bird	low
1097	Spectrogram 1	1	9010.698	9015.058	0	6288.2	Bird	
1098	Spectrogram 1	1	9017.162	9021.643	0	7336.2	Buzz	
1099	Spectrogram 1	1	9017.439	9038.963	943.2	7965.1	Bird	low
1100	Spectrogram 1	1	9046.479	9048.018	0	9956.3	Buzz	
1101	Spectrogram 1	1	9060.171	9073.158	0	5922.1	Buzz	
1102	Spectrogram 1	1	9060.399	9086.552	1048	6707.4	Bird	low
1103	Spectrogram 1	1	9086.485	9088.375	0	7650.7	Buzz	
1104	Spectrogram 1	1	9088.125	9115.625	524	5764.2	Bird	low
1105	Spectrogram 1	1	9097.735	9102.034	0	5135.4	Buzz	
1106	Spectrogram 1	1	9105.564	9115.168	375	5875	Bird	low
1107	Spectrogram 1	1	9111.759	9113.552	0	7021.8	Buzz	
1108	Spectrogram 1	1	9119.652	9177.939	1371.4	6367.3	Bird	low
1109	Spectrogram 1	1	9125.262	9129.043	0	5387.8	Buzz	
1110	Spectrogram 1	1	9130.053	9238.346	4327.9	16524.6	Other animal	
1111	Spectrogram 1	1	9150.238	9168.652	0	4800	Buzz	
1112	Spectrogram 1	1	9181.988	9218.726	930.6	6318.4	Bird	low
1113	Spectrogram 1	1	9189.03	9191.469	0	6661.2	Buzz	
1114	Spectrogram 1	1	9218.421	9225.921	0	6563.3	Buzz	
1115	Spectrogram 1	1	9231.287	9248.128	1371.4	6367.3	Bird	low
1116	Spectrogram 1	1	9238.419	9340.736	4459	17180.3	Other animal	
1117	Spectrogram 1	1	9257.579	9261.908	0	5681.6	Buzz	
1118	Spectrogram 1	1	9266.665	9287.707	1567.3	6465.3	Bird	low
1119	Spectrogram 1	1	9277.579	9280.994	0	4995.9	Buzz	low
1120	Spectrogram 1	1	9295.933	9356.445	783.7	5681.6	Bird	low
1121	Spectrogram 1	1	9307.811	9341.024	5191.8	13812.2	Other animal	
1122	Spectrogram 1	1	9340.799	9346.957	0	3722.4	Buzz	
1123	Spectrogram 1	1	9342.244	9352.061	5681.6	13322.4	Other animal	
1124	Spectrogram 1	1	9342.273	9451.297	4459	17180.3	Other animal	
